Id,SalePrice
1332,127001.24
1333,85092.06
1334,138854.58
1335,106603.06
1336,165209.48
1337,139865.8
1338,77289.23
1339,237682.45
1340,111662.58
1341,101998.03
1342,164781.0
1343,185697.33
1344,157834.78
1345,227103.52
1346,98454.35
1347,174732.53
1348,334892.2
1349,229763.33
1350,99120.69
1351,201826.22
1352,164436.9
1353,110848.016
1354,430179.0
1355,219415.47
1356,172194.56
1357,109894.766
1358,168284.75
1359,137116.95
1360,249977.16
1361,132883.75
1362,314157.84
1363,120575.234
1364,173372.02
1365,124217.82
1366,205414.03
1367,170741.95
1368,105809.15
1369,158294.6
1370,240900.94
1371,116542.36
1372,128304.83
1373,219928.36
1374,437459.1
1375,243777.22
1376,247894.27
1377,100713.836
1378,91377.836
1379,99509.03
1380,166758.33
1381,88314.055
1382,180401.27
1383,154586.83
1384,147151.72
1385,88555.08
1386,111635.52
1387,200387.06
1388,203199.34
1389,328023.03
1390,122284.12
1391,192325.9
1392,118460.195
1393,118972.516
1394,120348.41
1395,192470.83
1396,258658.12
1397,180217.86
1398,128257.19
1399,38443.406
1400,119380.586
1401,116140.29
1402,166671.11
1403,191206.64
1404,262511.62
1405,96895.25
1406,253845.27
1407,126332.33
1408,112465.32
1409,97887.34
1410,186661.16
1411,209609.81
1412,108579.08
1413,137830.88
1414,171033.92
1415,163756.31
1416,179841.55
1417,137321.69
1418,268718.56
1419,99240.44
1420,174770.34
1421,175716.44
1422,139781.16
1423,158586.89
1424,190007.1
1425,125918.64
1426,144667.45
1427,273747.8
1428,121279.58
1429,128710.266
1430,206498.88
1431,175628.22
1432,144249.8
1433,112512.19
1434,199171.1
1435,139829.06
1436,165749.1
1437,109565.51
1438,340198.8
1439,124756.67
1440,162252.73
1441,183483.19
1442,144225.48
1443,397017.3
1444,102156.45
1445,180775.84
1446,119625.016
1447,70813.63
1448,206015.03
1449,104175.03
1450,106391.58
1451,112814.36
1452,275061.0
1453,109682.74
1454,67413.49
1455,187098.62
1456,169848.22
1457,189603.12
1458,256300.42
1459,83921.22
1460,109709.34
